STATE,ZIP,DOMAIN,CLUSTER,HOMEOWNR,DATASRCE,RFA_2,RFA_2R,RFA_2A,DOMAIN_A,DOMAIN_B
WI,54901,C2,25,H,B,L4E,L,E,C,2
MI,48218,C3,30,U,A,L1F,L,F,C,3
FL,33024,S2,16,H,A,L1E,L,E,S,2
MI,48038,S2,17,U,A,L3D,L,D,S,2
MI,48223,U4,10,U,A,L1G,L,G,U,4
IL,60525,S1,11,U,A,L4D,L,D,S,1
TX,78154,T1,35,U,B,L4E,L,E,T,1
other,40514,S1,12,H,B,L1F,L,F,S,1
FL,32940,C1,24,U,B,L1F,L,F,C,1
IL,60031,T1,34,U,A,L1F,L,F,T,1
other,35117,R3,51,U,B,L1E,L,E,R,3
TX,79603,C3,30,U,C,L2G,L,G,C,3
other,72769,R3,51,U,C,L1E,L,E,R,3
WA,99166-,R2,40,U,D,L2G,L,G,R,2
other,85373,C2,29,H,A,L1G,L,G,C,2
GA,31750,T2,36,U,D,L1F,L,F,T,2
other,37917,C3,30,H,B,L4E,L,E,C,3
other,83856,R2,49,H,D,L1E,L,E,R,2
GA,30067,C2,27,U,A,L3E,L,E,C,2
other,70130,U4,10,H,B,L4D,L,D,U,4
WA,98541,R2,43,H,C,L1F,L,F,R,2
other,37801,T2,36,H,B,L1G,L,G,T,2
WI,54806,T2,37,U,D,L2G,L,G,T,2
other,97116,T2,37,U,B,L2E,L,E,T,2
CA,92626,U1,2,U,A,L1F,L,F,U,1
FL,33064,U1,2,H,A,L2F,L,F,U,1
MI,48439,T2,40,U,B,L3G,L,G,T,2
TX,78204,U4,10,H,B,L4D,L,D,U,4
GA,31833,T2,39,U,C,L4F,L,F,T,2
MI,49431,T2,37,U,D,L4D,L,D,T,2
CA,91789,S1,14,U,A,L1F,L,F,S,1
TX,77014,C2,27,H,A,L1F,L,F,C,2
CA,94574,T1,35,H,A,L1G,L,G,T,1
other,85015,U2,7,H,A,L1G,L,G,U,2
CA,95118,U1,2,H,A,L2E,L,E,U,1
other,70058,S3,21,U,B,L3E,L,E,S,3
NC,27041,R2,49,U,C,L4D,L,D,R,2
FL,32217,C2,25,U,B,L1F,L,F,C,2
IL,62223,T3,41,H,A,L1F,L,F,T,3
FL,33714,U4,10,H,A,L1F,L,F,U,4
MI,49038,T2,36,H,C,L2F,L,F,T,2
CA,91790,S2,19,H,A,L1G,L,G,S,2
WA,98467,S2,18,U,A,L1F,L,F,S,2
FL,32034,R2,49,H,B,L1G,L,G,R,2
FL,34491,T3,41,H,C,L3D,L,D,T,3
other,37210,C2,27,H,B,L1G,L,G,C,2
other,57048,R2,43,H,D,L1F,L,F,R,2
TX,78121-,R2,49,U,D,L3D,L,D,R,2
MI,48105,T1,35,H,A,L1F,L,F,T,1
other,73097,T2,39,U,B,L1F,L,F,T,2
GA,30350,S1,13,H,A,L3E,L,E,S,1
CA,92054,C3,33,U,A,L2G,L,G,C,3
CA,92075,C1,22,H,A,L1F,L,F,C,1
other,40216,S3,21,U,B,L1F,L,F,S,3
CA,92356,R3,53,H,A,L1F,L,F,R,3
CA,94062,S1,13,H,A,L1F,L,F,S,1
CA,94401,C1,23,U,A,L3G,L,G,C,1
CA,90069,U1,1,H,A,L3G,L,G,U,1
CA,92056,S1,14,U,A,L1F,L,F,S,1
other,40215,S3,21,H,B,L1F,L,F,S,3
MI,49097,R2,44,H,C,L1F,L,F,R,2
TX,77388,C1,24,H,A,L3E,L,E,C,1
WI,54082,T1,35,U,A,L1F,L,F,T,1
IL,60915,C2,27,H,C,L2G,L,G,C,2
other,71047-,S2,16,H,B,L4D,L,D,S,2
CA,95014,U1,2,H,A,L1G,L,G,U,1
other,50219,T2,36,H,D,L1F,L,F,T,2
MO,63028,T2,36,H,A,L2E,L,E,T,2
TX,76262,S1,15,U,A,L2F,L,F,S,1
other,37336,R2,43,H,C,L1F,L,F,R,2
CA,95119,S1,14,U,A,L4E,L,E,S,1
other,89014,S1,12,H,B,L3F,L,F,S,1
other,84403,C2,27,H,B,L3E,L,E,C,2
CA,90280,U3,8,U,A,L3F,L,F,U,3
FL,33773,U4,10,U,A,L2E,L,E,U,4
WI,53405,S2,20,H,B,L1G,L,G,S,2
FL,32750,S1,11,H,B,L1F,L,F,S,1
CA,90004,U3,9,U,A,L1F,L,F,U,3
other,88124,S2,18,U,D,L1G,L,G,S,2
other,56501,R2,46,U,D,L3E,L,E,R,2
other,56304,C2,27,H,C,L1F,L,F,C,2
CA,91977,S2,18,H,A,L1G,L,G,S,2
TX,78250,T2,39,U,B,L1F,L,F,T,2
MO,63901,T2,36,H,D,L1F,L,F,T,2
GA,30132,T2,40,H,A,L1F,L,F,T,2
WA,98507,S1,11,U,C,L1G,L,G,S,1
other,36109,C2,28,H,B,L1F,L,F,C,2
WI,54016-,T1,35,H,A,L3E,L,E,T,1
other,35216,S1,15,U,B,L1E,L,E,S,1
other,85539,R2,40,U,D,L1F,L,F,R,2
other,55345-,S1,11,U,A,L1F,L,F,S,1
CA,91776,U2,6,H,A,L4G,L,G,U,2
NC,27406,C3,32,H,B,L3F,L,F,C,3
CA,90036,U1,1,H,A,L3E,L,E,U,1
other,36701,R2,47,U,D,L1F,L,F,R,2
TX,76528,T3,41,U,C,L2F,L,F,T,3
other,67901,T1,35,U,D,L3F,L,F,T,1
FL,33461,C3,33,H,B,L1E,L,E,C,3
CA,90803,U1,1,U,A,L1G,L,G,U,1
FL,34946,C3,32,H,B,L1F,L,F,C,3
WA,98112,S1,13,H,A,L2F,L,F,S,1
other,55379,T2,39,U,A,L1E,L,E,T,2
CA,90210,S1,13,H,A,L2F,L,F,S,1
GA,30161,T3,41,H,C,L1F,L,F,T,3
WA,98626,T2,40,H,C,L1F,L,F,T,2
CA,92106,U1,3,H,A,L2E,L,E,U,1
IN,46260,S1,11,U,B,L2F,L,F,S,1
FL,34601,R2,48,U,A,L3E,L,E,R,2
other,97219,S1,12,U,B,L1F,L,F,S,1
other,40004,R2,45,U,D,L1E,L,E,R,2
IN,46951,R2,43,H,D,L1G,L,G,R,2
WI,53222,S1,11,U,B,L3G,L,G,S,1
other,81504,C2,27,H,C,L3D,L,D,C,2
CA,94132,U1,2,H,A,L1G,L,G,U,1
NC,27420,C3,31,U,B,L1F,L,F,C,3
MI,48823-,S1,14,U,B,L3G,L,G,S,1
other,80521,C2,27,H,C,L4E,L,E,C,2
CA,95815,U1,1,U,B,L1F,L,F,U,1
FL,33511,C2,27,H,A,L4D,L,D,C,2
FL,33460,C3,30,H,B,L1F,L,F,C,3
TX,79118,T2,39,H,C,L1E,L,E,T,2
IL,61455,T2,36,H,D,L3G,L,G,T,2
other,69361,T3,41,H,D,L1E,L,E,T,3
CA,93455-,C2,28,U,B,L1F,L,F,C,2
IL,60101,S2,18,H,A,L1F,L,F,S,2
CA,93551,C2,27,U,A,L1E,L,E,C,2
CA,90806,U3,9,U,A,L4F,L,F,U,3
FL,34114,T1,35,U,C,L1F,L,F,T,1
other,73661,R3,53,U,D,L3D,L,D,R,3
CA,94080,S1,12,H,A,L2F,L,F,S,1
MO,63034,S1,12,H,A,L1G,L,G,S,1
other,72638,R3,51,H,D,L1F,L,F,R,3
IL,60631,S2,20,U,A,L1G,L,G,S,2
other,66614-,T1,35,H,C,L1F,L,F,T,1
IL,60136,C1,24,H,A,L1F,L,F,C,1
MO,63841,T3,41,U,D,L1F,L,F,T,3
other,66203,S1,12,H,B,L1F,L,F,S,1
MO,63028,R2,49,H,A,L1F,L,F,R,2
CA,91801,U1,3,U,A,L1F,L,F,U,1
IL,60130,U2,7,H,A,L4G,L,G,U,2
TX,78201,U2,6,H,B,L2E,L,E,U,2
other,55347-,S2,17,U,A,L3F,L,F,S,2
TX,76009-,R2,49,U,A,L1G,L,G,R,2
other,39667,R3,50,U,D,L1F,L,F,R,3
MI,48505,C3,32,U,B,L1F,L,F,C,3
CA,94608,U2,7,H,A,L1F,L,F,U,2
IL,60467,T1,35,H,A,L1G,L,G,T,1
other,73086,R1,42,U,D,L3F,L,F,R,1
other,87501,C2,25,H,C,L1F,L,F,C,2
other,80304,C1,22,H,B,L4D,L,D,C,1
MI,49525,S2,16,U,B,L1G,L,G,S,2
CA,94040,S1,13,H,A,L1F,L,F,S,1
FL,34491,T3,41,U,C,L1F,L,F,T,3
other,29472,R3,50,U,B,L3F,L,F,R,3
IL,61104,C3,30,H,B,L1G,L,G,C,3
WI,53211,U1,3,U,B,L3G,L,G,U,1
WI,54601,C1,24,H,C,L3F,L,F,C,1
CA,91010,S1,11,U,A,L2G,L,G,S,1
GA,30043,T1,35,H,A,L3D,L,D,T,1
FL,32606,C2,25,U,C,L4F,L,F,C,2
CA,92544,C2,28,H,A,L3F,L,F,C,2
other,99803,T1,34,U,U,L1F,L,F,T,1
other,66524,R2,43,U,D,L3D,L,D,R,2
other,29072,T1,35,H,B,L1G,L,G,T,1
CA,95111,U1,3,U,A,L4F,L,F,U,1
CA,96120,R1,42,U,D,L1F,L,F,R,1
CA,95117,U1,2,H,A,L1F,L,F,U,1
other,29607,C1,22,H,B,L2E,L,E,C,1
NC,27522,R2,49,H,D,L1F,L,F,R,2
FL,34982,C2,27,H,B,L4E,L,E,C,2
TX,75860,R2,45,H,D,L2F,L,F,R,2
CA,91423,S1,13,H,A,L1F,L,F,S,1
WI,54830,R2,48,U,D,L3E,L,E,R,2
other,38305,T1,35,U,C,L3F,L,F,T,1
other,96506,T1,35,U,U,L1G,L,G,T,1
TX,77085,S2,18,H,A,L2F,L,F,S,2
other,38114,U4,10,H,B,L1F,L,F,U,4
other,50315,S3,21,H,B,L1F,L,F,S,3
other,59404,C2,27,H,C,L1F,L,F,C,2
IL,60201,S1,13,H,A,L2G,L,G,S,1
IL,61354,T2,37,H,C,L3E,L,E,T,2
FL,34953,C2,27,H,B,L1F,L,F,C,2
GA,31705,T2,40,H,C,L1G,L,G,T,2
other,37050,R3,51,U,D,L3E,L,E,R,3
CA,92705,S1,13,H,A,L4D,L,D,S,1
IL,62650,C1,23,U,D,L2E,L,E,C,1
IL,60016,S1,12,H,A,L1F,L,F,S,1
WA,98409,U4,10,H,A,L1G,L,G,U,4
FL,33975,R2,40,U,D,L1F,L,F,R,2
MI,49504,C3,30,H,B,L1E,L,E,C,3
FL,34654,T2,36,H,A,L3D,L,D,T,2
CA,91601,U3,9,H,A,L3D,L,D,U,3
MI,48610,R3,53,H,D,L2E,L,E,R,3
other,29526,T2,39,U,C,L1E,L,E,T,2
MO,63122,S1,13,U,A,L1F,L,F,S,1
TX,78734,T2,39,U,B,L1F,L,F,T,2
other,71603-,R3,50,U,C,L2E,L,E,R,3
IN,47446,R2,43,H,D,L3E,L,E,R,2
IL,62301,C3,30,H,C,L3D,L,D,C,3
CA,90810-,U1,1,U,A,L1G,L,G,U,1
CA,90210,S1,13,H,A,L1F,L,F,S,1
other,83709,C2,27,U,C,L1F,L,F,C,2
WA,98802,C2,27,H,D,L2E,L,E,C,2
GA,30238,T2,40,H,A,L1G,L,G,T,2
other,50651,R2,46,U,C,L1G,L,G,R,2
IL,60618,U2,7,H,A,L3E,L,E,U,2
FL,33952,C2,28,H,C,L1F,L,F,C,2
FL,33881,T2,37,H,B,L1F,L,F,T,2
other,35951,T2,36,H,C,L1F,L,F,T,2
TX,75451,R3,53,H,D,L1F,L,F,R,3
MI,48228,U4,10,H,A,L2G,L,G,U,4
other,29801,R2,49,U,B,L3G,L,G,R,2
NC,27295,R2,43,U,B,L1F,L,F,R,2
CA,93543,T2,40,U,A,L2E,L,E,T,2
WA,98042,T1,35,H,A,L2E,L,E,T,1
MI,48176,T1,35,U,A,L4D,L,D,T,1
IN,46013,C3,33,U,C,L1F,L,F,C,3
WI,54313,C2,25,H,C,L1F,L,F,C,2
WI,54494,T2,36,U,C,L1E,L,E,T,2
MI,48469,R2,48,U,D,L4F,L,F,R,2
CA,92630,S1,14,U,A,L3D,L,D,S,1
TX,77024,U1,3,H,A,L2F,L,F,U,1
other,67301,T2,36,U,D,L1F,L,F,T,2
IN,47670,T2,36,U,D,L4E,L,E,T,2
other,59802,T2,38,H,C,L1F,L,F,T,2
other,74364,R3,51,U,D,L2F,L,F,R,3
MO,64040,R3,51,U,D,L2G,L,G,R,3
IN,46614,C2,27,H,B,L1G,L,G,C,2
other,85365,R3,52,H,C,L1G,L,G,R,3
other,72758,R2,40,H,C,L1F,L,F,R,2
other,37149,R2,43,U,D,L1F,L,F,R,2
other,40517,S3,21,H,B,L3E,L,E,S,3
other,97503,R2,49,H,C,L3D,L,D,R,2
other,35236,R2,40,U,B,L3E,L,E,R,2
IL,60638,S2,20,H,A,L4E,L,E,S,2
IL,60620,U3,9,H,A,L3G,L,G,U,3
other,71226,R3,50,U,D,L4F,L,F,R,3
other,86442,T1,34,U,C,L1F,L,F,T,1
other,74114,C1,24,H,B,L1F,L,F,C,1
IN,47905,C3,30,U,C,L4F,L,F,C,3
NC,28147,R2,40,H,B,L1E,L,E,R,2
FL,32086-,R2,40,H,B,L3E,L,E,R,2
WA,98155,S2,18,U,A,L4D,L,D,S,2
FL,33713,U3,8,H,A,L2E,L,E,U,3
other,97009,U4,10,H,B,L4D,L,D,U,4
FL,33677,U3,9,U,A,L1G,L,G,U,3
IN,47630,T2,40,H,B,L2F,L,F,T,2
NC,28006,T2,39,U,B,L2E,L,E,T,2
TX,76262,T1,35,U,A,L1F,L,F,T,1
CA,95949,T1,34,H,C,L4D,L,D,T,1
GA,30707,T3,41,H,B,L1E,L,E,T,3
IL,60656,C2,28,H,A,L3E,L,E,C,2
IL,61231,R2,48,U,D,L1G,L,G,R,2
CA,91764,U2,6,U,A,L1F,L,F,U,2
IN,46805,R2,49,U,B,L1G,L,G,R,2
CA,90810,U2,6,U,A,L1F,L,F,U,2
CA,92841,U2,5,U,A,L1F,L,F,U,2
CA,91326,S1,14,H,A,L4E,L,E,S,1
FL,34639,T2,40,H,A,L1F,L,F,T,2
CA,90026,U2,7,U,A,L1F,L,F,U,2
other,37922,T1,35,H,B,L1F,L,F,T,1
WA,98532,R2,44,U,C,L2E,L,E,R,2
CA,92003,T2,40,H,A,L4F,L,F,T,2
CA,96001,T1,35,H,C,L1F,L,F,T,1
other,84301,R2,44,U,D,L3E,L,E,R,2
CA,92867,S1,11,U,A,L2E,L,E,S,1
other,71109,C3,32,H,B,L1E,L,E,C,3
other,42503,T2,36,U,D,L2G,L,G,T,2
CA,92019,S1,14,H,A,L1G,L,G,S,1
IL,61605,C3,30,H,B,L1F,L,F,C,3
other,37772,R2,40,H,D,L2E,L,E,R,2
IL,60625,U2,7,U,A,L3D,L,D,U,2
other,40965,T2,36,U,D,L2F,L,F,T,2
CA,90504,U1,2,U,A,L1F,L,F,U,1
CA,96001,T1,35,H,C,L4D,L,D,T,1
other,74801-,R2,40,H,B,L3F,L,F,R,2
MI,48188,S1,14,H,A,L1G,L,G,S,1
CA,91910,U4,10,U,A,L1F,L,F,U,4
TX,78207,U4,10,U,B,L1F,L,F,U,4
FL,33584,T2,40,H,A,L4G,L,G,T,2
TX,75075,S1,14,H,A,L4D,L,D,S,1
WI,53597,U1,3,H,B,L3D,L,D,U,1
WA,98011,S2,18,U,A,L2E,L,E,S,2
NC,27379,R3,50,H,D,L3E,L,E,R,3
IL,60608,U4,10,U,A,L4E,L,E,U,4
other,39503,T2,39,U,C,L1F,L,F,T,2
other,84120,U2,6,U,B,L2E,L,E,U,2
other,97520,C2,28,H,C,L1F,L,F,C,2
CA,95051,S1,14,U,A,L1F,L,F,S,1
IN,46517,T3,41,H,C,L2E,L,E,T,3
other,70819,S2,16,H,B,L3G,L,G,S,2
FL,34209,S3,21,U,B,L1F,L,F,S,3
GA,30274,C3,31,U,A,L4F,L,F,C,3
CA,90250,U3,9,U,A,L4D,L,D,U,3
CA,90717,S2,20,H,A,L4D,L,D,S,2
IN,46041,T3,41,H,D,L1G,L,G,T,3
CA,94530,S1,13,H,A,L3E,L,E,S,1
CA,95360,R2,49,H,B,L1G,L,G,R,2
other,71032,R2,47,H,D,L1F,L,F,R,2
other,80525,T1,35,H,C,L1F,L,F,T,1
CA,95076,T1,34,H,A,L2F,L,F,T,1
MI,48640,C1,24,H,B,L2F,L,F,C,1
other,85643,R2,43,U,C,L1F,L,F,R,2
CA,95023,T1,34,U,D,L4E,L,E,T,1
other,50140,R2,45,U,D,L2G,L,G,R,2
other,66712,R3,53,U,D,L4G,L,G,R,3
other,39042,T1,34,H,B,L4F,L,F,T,1
NC,27021,T2,39,H,B,L1G,L,G,T,2
TX,76273,R2,48,U,C,L3G,L,G,R,2
IL,62269,T1,35,U,A,L2F,L,F,T,1
NC,28086,T2,40,U,C,L2E,L,E,T,2
WI,53192,S2,20,U,A,L1F,L,F,S,2
FL,34668,C3,33,H,A,L2G,L,G,C,3
other,87123,S2,17,H,B,L1G,L,G,S,2
other,83530,R2,45,U,D,L3F,L,F,R,2
other,85310,T1,35,H,A,L1F,L,F,T,1
CA,95215,S3,21,H,B,L2F,L,F,S,3
GA,31558,T2,39,H,D,L2E,L,E,T,2
other,82443,T1,35,U,D,L3F,L,F,T,1
CA,95014,S1,14,H,A,L1F,L,F,S,1
IN,46375,S1,12,H,A,L1E,L,E,S,1
FL,33063,S2,18,H,A,L1G,L,G,S,2
other,68108-,U3,8,H,B,L4D,L,D,U,3
other,97828,R2,46,U,D,L3D,L,D,R,2
other,29464,S1,11,H,B,L3E,L,E,S,1
MI,49120-,T2,36,H,C,L1G,L,G,T,2
CA,95966,T3,41,H,C,L1F,L,F,T,3
other,74552,R3,53,U,D,L1G,L,G,R,3
other,69147,R2,45,U,D,L3F,L,F,R,2
other,36067,R2,43,U,B,L2F,L,F,R,2
other,87109,T1,35,H,B,L1F,L,F,T,1
CA,91610,U1,1,H,A,L1F,L,F,U,1
FL,32765,U1,3,U,B,L1F,L,F,U,1
IN,46985,R3,51,H,D,L3E,L,E,R,3
other,29223,T1,35,H,B,L1G,L,G,T,1
CA,92869,S1,14,U,A,L2F,L,F,S,1
WA,98225,C3,31,U,C,L1F,L,F,C,3
NC,27545,T2,39,U,B,L3E,L,E,T,2
TX,75214,U1,2,H,A,L1F,L,F,U,1
other,29442,T2,39,H,D,L3E,L,E,T,2
MO,63114,S2,16,H,A,L4D,L,D,S,2
MO,63146-,S1,15,U,A,L1F,L,F,S,1
CA,94507-,S1,13,H,A,L1F,L,F,S,1
other,84401,T2,40,U,B,L1F,L,F,T,2
MI,48204,U4,10,H,A,L1F,L,F,U,4
other,82001,C2,27,U,C,L4D,L,D,C,2
GA,30629,R2,47,H,C,L1F,L,F,R,2
other,38680,R2,49,U,B,L1F,L,F,R,2
other,96797,S2,16,H,B,L1F,L,F,S,2
CA,92831,S1,11,U,A,L3E,L,E,S,1
other,52404,C3,30,H,C,L1F,L,F,C,3
WA,98390,T2,36,H,A,L1E,L,E,T,2
other,67230,T1,35,H,B,L2G,L,G,T,1
MI,48236,U1,2,U,A,L1G,L,G,U,1
CA,93933,C2,27,U,B,L2G,L,G,C,2
CA,90242,U2,7,U,A,L1G,L,G,U,2
MI,49017,C3,30,H,C,L1F,L,F,C,3
IL,61230,R2,49,H,C,L1G,L,G,R,2
other,68102,S1,13,H,B,L1G,L,G,S,1
MO,65536,R2,45,H,D,L1F,L,F,R,2
WI,54115,S2,18,H,C,L2G,L,G,S,2
WI,54303,C3,31,U,C,L4F,L,F,C,3
CA,90026,U3,8,U,A,L4D,L,D,U,3
CA,94062,U1,2,H,A,L2F,L,F,U,1
FL,34109,T1,35,U,C,L1G,L,G,T,1
CA,92026,C1,24,H,A,L1F,L,F,C,1
IL,62703,C2,27,U,C,L3E,L,E,C,2
CA,95695-,C1,24,U,B,L3E,L,E,C,1
other,87124,T2,39,U,C,L1G,L,G,T,2
CA,94502,R2,40,U,A,L1F,L,F,R,2
IL,62810,R2,43,H,D,L1F,L,F,R,2
CA,92057,S2,16,H,A,L1G,L,G,S,2
other,56010,R2,45,U,D,L3E,L,E,R,2
other,97230,S2,16,H,B,L1F,L,F,S,2
other,97201,S1,15,U,B,L1F,L,F,S,1
CA,93518,R2,48,U,B,L1G,L,G,R,2
other,73772,R2,43,U,D,L4F,L,F,R,2
MO,63112,U1,3,H,A,L3G,L,G,U,1
IL,62301,C2,27,U,C,L1G,L,G,C,2
FL,32763,C1,23,U,B,L1F,L,F,C,1
IL,60471,S1,12,U,A,L2G,L,G,S,1
CA,93535,R2,44,U,A,L2F,L,F,R,2
IN,46072,R2,45,H,C,L1F,L,F,R,2
CA,94556,S1,13,H,A,L1F,L,F,S,1
TX,75007,S1,14,H,A,L1F,L,F,S,1
MO,64804,C3,30,H,C,L1F,L,F,C,3
other,55987,C2,27,H,D,L1F,L,F,C,2
other,36420,T2,36,U,D,L2F,L,F,T,2
CA,95307,S2,16,H,B,L2E,L,E,S,2
other,29860,R1,42,H,D,L1F,L,F,R,1
TX,78212,U1,3,U,B,L1F,L,F,U,1
WI,53132,S1,11,H,B,L4D,L,D,S,1
other,39576,T2,36,H,C,L1G,L,G,T,2
GA,30340,S2,16,H,A,L4F,L,F,S,2
TX,77546,C1,24,H,A,L3E,L,E,C,1
CA,92843,S2,17,U,A,L1F,L,F,S,2
CA,94062,S1,13,H,A,L1F,L,F,S,1
other,89101,U4,10,U,B,L1F,L,F,U,4
other,89128,C1,24,H,B,L3E,L,E,C,1
NC,28601,T2,40,U,B,L1F,L,F,T,2
CA,92504,C2,27,U,A,L2G,L,G,C,2
FL,32408,T2,39,U,C,L1F,L,F,T,2
other,71360,T1,35,H,C,L3E,L,E,T,1
FL,33928,T2,40,U,B,L3F,L,F,T,2
CA,90638,S1,11,U,A,L1G,L,G,S,1
other,36527,R2,40,U,B,L1E,L,E,R,2
TX,78664,T2,39,H,B,L2F,L,F,T,2
NC,27312,R1,42,H,D,L1F,L,F,R,1
other,37025,R2,43,U,D,L2E,L,E,R,2
other,74426,R2,45,U,D,L1F,L,F,R,2
NC,27886,T2,36,H,C,L2E,L,E,T,2
WI,54403,R2,40,H,C,L1F,L,F,R,2
CA,95018,T1,34,U,A,L4D,L,D,T,1
TX,75208,S3,21,H,A,L3E,L,E,S,3
other,42501,T2,36,U,D,L4E,L,E,T,2
other,85750,R2,40,U,B,L1G,L,G,R,2
NC,27868,R2,44,U,C,L2F,L,F,R,2
other,29681,T1,35,H,B,L3F,L,F,T,1
other,59028,R2,46,U,D,L1F,L,F,R,2
other,55044,R1,42,H,A,L1E,L,E,R,1
MI,48212,U4,10,U,A,L2E,L,E,U,4
FL,33470,T2,40,H,B,L1F,L,F,T,2
other,86335,R2,48,H,C,L3G,L,G,R,2
WA,98029,U3,8,U,A,L4D,L,D,U,3
CA,93402-,T1,34,H,C,L1F,L,F,T,1
CA,93950-,C2,26,U,B,L4E,L,E,C,2
WI,54126,R2,49,H,C,L2F,L,F,R,2
other,87120,S1,11,H,B,L3E,L,E,S,1
TX,75216,U4,10,H,A,L3E,L,E,U,4
TX,78221,C3,30,U,B,L2G,L,G,C,3
other,74132,S1,12,H,B,L1E,L,E,S,1
WI,54901,C3,30,H,B,L2E,L,E,C,3
IL,60070,U1,2,H,A,L1F,L,F,U,1
NC,28625,R2,49,U,C,L1F,L,F,R,2
CA,93458,C2,28,H,B,L1F,L,F,C,2
other,68105,U3,9,U,B,L2E,L,E,U,3
NC,28334,T2,37,H,C,L1F,L,F,T,2
TX,75104,S2,18,H,A,L1F,L,F,S,2
other,84003,T1,35,H,C,L1F,L,F,T,1
FL,34652,C2,29,H,A,L1F,L,F,C,2
CA,90803,U1,1,H,A,L2G,L,G,U,1
other,41031-,R2,45,U,D,L3F,L,F,R,2
WA,98632,C2,28,H,C,L1E,L,E,C,2
other,57717,T2,37,U,D,L1F,L,F,T,2
TX,76661,R1,42,H,D,L1G,L,G,R,1
IN,47012,R2,49,H,D,L1E,L,E,R,2
other,35456,R2,49,U,C,L2F,L,F,R,2
TX,76248,T2,40,H,A,L1E,L,E,T,2
NC,27530,C1,24,H,C,L2F,L,F,C,1
GA,30461,T2,38,H,D,L4D,L,D,T,2
NC,28209,C2,26,H,B,L2E,L,E,C,2
IL,61736,C1,22,U,C,L1F,L,F,C,1
CA,92223-,C2,27,U,A,L1F,L,F,C,2
NC,28334,T3,41,H,C,L1F,L,F,T,3
other,87120,S2,18,H,B,L3E,L,E,S,2
WI,54963,R2,45,U,B,L3F,L,F,R,2
MO,65065,R1,42,U,D,L2F,L,F,R,1
IL,60118,C1,24,H,A,L1F,L,F,C,1
MI,48892,T2,40,U,B,L4E,L,E,T,2
MI,49421,R3,51,H,D,L2F,L,F,R,3
other,59044,R2,45,U,C,L4D,L,D,R,2
TX,75040,S3,21,H,A,L2G,L,G,S,3
other,68825-,R3,53,U,D,L1E,L,E,R,3
other,37716,T2,39,H,B,L3F,L,F,T,2
TX,77024,U1,2,H,A,L1G,L,G,U,1
FL,33133,U3,8,H,A,L2E,L,E,U,3
CA,95448,T2,40,H,A,L3G,L,G,T,2
MO,64138,S2,18,H,B,L1F,L,F,S,2
TX,78006,R1,42,U,D,L1F,L,F,R,1
other,66451,R2,45,U,D,L1G,L,G,R,2
CA,91910,U3,9,U,A,L2F,L,F,U,3
CA,94533,S1,14,U,A,L1F,L,F,S,1
MO,63084,T2,36,U,A,L1F,L,F,T,2
other,41011,S1,15,H,B,L4D,L,D,S,1
FL,32708,S1,12,H,B,L2F,L,F,S,1
CA,91108,S1,13,H,A,L1G,L,G,S,1
CA,91764,U2,6,H,A,L3E,L,E,U,2
IL,62298,R1,42,H,A,L3E,L,E,R,1
other,80537,C2,28,H,C,L1F,L,F,C,2
MI,49028,R2,43,U,D,L1G,L,G,R,2
IL,60148,S1,14,U,A,L2G,L,G,S,1
IL,60181,S1,12,H,A,L1G,L,G,S,1
MO,65712,C1,22,H,D,L2F,L,F,C,1
other,58487,R3,51,U,D,L3D,L,D,R,3
CA,94559,C2,27,H,A,L2G,L,G,C,2
other,85345,S2,18,H,A,L4D,L,D,S,2
CA,92009,S1,14,H,A,L1G,L,G,S,1
other,68111,C3,32,H,B,L1F,L,F,C,3
TX,76849,R3,53,H,D,L1G,L,G,R,3
IN,46143-,S1,15,U,B,L1F,L,F,S,1
CA,95242,C2,27,H,B,L1F,L,F,C,2
NC,28721,T2,36,U,D,L1F,L,F,T,2
other,84095,R2,40,H,B,L1F,L,F,R,2
CA,93035,U1,3,H,A,L3E,L,E,U,1
other,72901,C2,27,U,C,L1F,L,F,C,2
other,40390,R1,42,U,B,L1F,L,F,R,1
TX,78257,S2,17,U,B,L4F,L,F,S,2
other,55429,S2,18,H,A,L1F,L,F,S,2
TX,75219,U1,1,H,A,L1G,L,G,U,1
other,96753,T2,38,U,C,L1G,L,G,T,2
IN,47387,R2,43,H,D,L4E,L,E,R,2
other,59218,R2,45,H,D,L1F,L,F,R,2
CA,93060,R2,46,U,A,L3E,L,E,R,2
other,70814,S1,13,H,B,L1F,L,F,S,1
CA,95117,U1,1,U,A,L3E,L,E,U,1
other,36609,S2,17,H,B,L3D,L,D,S,2
other,56285,R3,53,H,D,L1G,L,G,R,3
other,36801-,T1,34,H,C,L1E,L,E,T,1
TX,76119,C3,30,U,A,L1F,L,F,C,3
CA,92692,S1,14,H,A,L3G,L,G,S,1
MO,64124,C3,30,H,B,L2E,L,E,C,3
CA,92139,S2,18,H,A,L3F,L,F,S,2
MI,48221,U2,5,H,A,L2G,L,G,U,2
MO,64468-,R3,53,U,D,L4D,L,D,R,3
other,35594-,R2,45,H,D,L4E,L,E,R,2
CA,94002,S1,11,U,A,L1F,L,F,S,1
MI,49841,R2,43,U,C,L4E,L,E,R,2
TX,78218,S1,12,U,B,L1G,L,G,S,1
other,97502,T3,41,U,C,L1F,L,F,T,3
TX,75007,S1,11,U,A,L4D,L,D,S,1
